981	457	3	14.58
9	3215	4	8.44
160	233	10	10.95
528	247	3	6.93
14	451	51	8.44
14	503	43	7.11
6265	112	3	9.77
186	129	33	28.79
104	3686	5	6.94
7158	106	3	7.7
6487	108	3	8.43
368	509	4	14.91
191	789	3	6.71
1552	122	6	9.1
102	2455	8	9.81
504	169	5	9.03
318	130	12	8.91
703	105	18	8.76
2658	7	8	9.05
1929	964	3	23.98
208	12	94	7.74
3474	156	3	13.6
3799	120	5	21.06
257	477	4	10.84
870	808	4	26.38
504	219	7	25.04
102	2591	7	8.17
11	321	5	19.08
196	104	86	33.99
150	750	7	17.9
129	117	138	17.8
107	474	21	9.33
5	1834	3	8.56
138	3750	3	9.45
798	102	20	12.16
1084	12	18	8.97
162	188	10	7.06
180	980	4	12.46
110	7418	3	8.86
1593	699	3	21.37
885	2528	3	24.88
266	314	4	8.22
223	433	4	8.58
102	5219	4	7.55
101	2556	9	8.48
396	465	3	8.98
169	377	7	12.81
151	1332	4	9.46
203	561	4	8.88
1441	119	7	9.7
391	119	24	30.77
114	115	325	8.83
2159	107	7	8.97
103	7094	3	6.8
620	737	3	14.85
2	4138	3	7.52
178	12	138	13.89
252	8	26	16.58
323	107	28	9.18
39	2260	3	12.93
5816	117	3	7.43
486	292	4	12.01
104	117	629	113.37
4641	165	3	15.86
128	150	34	7.29
2784	111	5	6.78
2475	120	5	9.73
2892	12	8	8.13
115	957	9	7.32
138	3089	3	8.32
282	164	29	139.94
1411	106	13	19.88
2153	970	3	24.65
232	751	3	8.06
2133	103	8	9.68
109	2603	6	9.07
465	344	3	8.17
105	7183	3	6.8
400	310	3	6.83
335	4269	5	50.25
889	318	3	12
675	4797	4	46.73
155	129	36	20.33
107	6104	3	8.34
761	145	5	7.64
1104	108	12	12.66
210	721	4	11.77
382	143	11	18.57
239	225	6	9.54
111	1437	8	7.05
165	342	7	10.55
135	1408	5	9.67
1941	106	10	25.67
1036	138	6	11.45
1192	191	3	8.71
2533	153	3	9.98
424	153	7	10.63
635	127	9	11.99
119	5161	3	8.29
397	13	7	15.2
833	116	15	32.18
2810	141	3	7.82
115	448	16	8.06
124	1403	9	24.44
106	2615	7	12.58
259	237	6	12.64
5	355	13	32.82
237	644	3	7.57
1323	106	10	7.17
109	101	1655	44.95
137	2668	3	6.87
158	113	69	12.48
220	1900	3	13.26
6705	106	3	7.7
379	526	3	9.53
105	4705	5	11.34
45	3311	3	12.07
140	1516	4	7.11
131	5070	4	21.7
379	450	4	13.98
103	446	26	7.7
109	6345	3	8.48
109	300	38	21.01
1666	291	4	22.79
127	408	10	7.79
115	4851	3	6.65
320	252	7	21.26
524	681	6	36.88
119	277	23	13.32
2603	109	6	9.07
7	939	20	7.73
1438	128	7	16.59
129	3276	3	7.09
5181	115	3	6.65
843	5	6	16.18
106	6973	3	7.7
701	115	17	22.42
144	105	158	14.96
272	1958	3	16.93
222	7	107	99.35
3857	115	4	7.47
119	132	120	23.88
824	255	3	9.67
103	4905	4	9.06
5933	379	3	30.83
105	6549	3	6.8
17	660	3	6.78
1278	1229	3	22.26
1597	268	3	14.12
6389	115	3	10.79
131	111	171	12.96
114	4504	4	9.5
101	126	520	24.07
105	6669	3	6.8
1	735	3	7.59
489	186	4	6.93
232	102	64	12.01
105	546	24	12.02
117	5445	3	7.43
4472	135	3	10.42
113	158	69	12.48
7419	104	3	6.96
850	264	3	9.91
119	7611	3	12.53
321	224	5	10.04
1841	128	4	7.14
263	102	54	13.25
4122	2	4	13.65
455	1978	5	38.37
896	7	22	11.6
142	2510	3	7.35
166	286	7	10.88
1253	1418	3	23.03
494	377	3	9.18
12	2851	8	8.13
1642	606	3	20.2
421	114	21	15.72
7681	112	3	9.77
5561	112	4	13.02
175	149	42	97.62
124	136	108	62.26
1724	127	4	6.63
443	841	3	13.58
104	1963	8	7.92
3710	103	5	6.7
130	380	12	11.11
291	602	5	19.91
121	4644	3	6.92
516	381	3	9.53
338	432	4	13.05
5602	180	3	20.34
108	138	184	24.08
2212	106	9	17.25
335	1220	3	14.04
3103	112	5	8.78
3456	127	3	8.16
5	1367	5	16.69
290	247	5	10.33
997	106	12	6.97
116	157	56	10.32
463	9	12	6.67
180	123	33	20.15
367	551	12	81.7
12	231	83	8.04
114	1634	8	11.39
516	263	3	7.05
12	106	1939	160.57
411	531	5	22.43
346	127	26	60.53
12	159	173	8.44
3466	103	6	13.6
147	1775	3	6.78
7677	105	3	6.8
999	135	6	10.02
509	109	19	6.93
1692	160	3	8.52
1035	102	17	15.6
607	130	7	7.09
9	4137	3	6.71
1980	156	3	9.29
447	844	3	13.46
5305	128	3	11.58
120	333	16	6.71
770	352	3	11.28
315	259	5	12.69
101	1206	17	7.15
6797	105	3	6.8
1178	102	15	17.99
328	144	8	8.08
187	119	73	103.34
263	546	7	28.95
407	115	22	17.14
352	12	52	10.43
2935	2	4	11.23
112	6265	3	9.77
6077	104	3	6.96
282	1689	3	15.72
105	1433	11	8.96
103	3910	5	6.7
103	5932	3	6.8
105	1357	11	7.53
107	3165	5	6.67
944	219	3	9.45
110	4610	4	7.32
227	328	5	10.49
233	713	3	7.91
659	290	3	9.32
111	1696	8	10.56
141	3909	3	9.88
659	215	3	6.65
1865	268	3	15.14
3966	102	4	7.55
1873	122	5	7.3
366	133	10	6.92
174	2	33	8.09
123	7	683	158.35
1721	107	9	11.28
113	1165	10	9.8
1298	520	3	17.3
708	255	4	13.56
105	6414	3	6.8
1021	333	3	12.78
118	683	11	9.07
1106	1375	3	22.35
762	104	18	12.8
193	1224	4	14.82
137	135	147	238.72
188	148	14	9.56
867	3110	7	86.01
680	124	8	8.22
105	102	1497	116.69
268	518	3	7.28
4019	2	3	7.52
2962	7	7	7.92
198	539	5	12.44
7056	109	3	8.48
640	935	7	52.2
157	4082	3	15.5
2563	147	3	8.59
153	592	6	10.97
115	196	48	17.67
2724	110	6	9.76
6949	106	3	7.7
106	2291	7	7.69
141	1598	4	8.15
7274	108	3	8.43
279	466	5	16.25
337	1650	3	16.24
527	612	4	19.71
115	329	33	36.51
101	2679	8	7.54
127	106	221	6.75
103	131	304	56.83
105	3041	6	8.64
404	501	3	9.89
369	727	4	18.46
133	586	10	15.19
236	167	10	14.45
122	4278	3	6.91
213	1027	3	8.9
108	1354	10	9.01
867	294	4	16.95
877	374	6	34.84
108	1278	11	10.8
143	4604	3	12.68
8	714	10	9.31
143	736	5	7.11
6379	103	3	6.8
2153	101	10	9.42
188	106	66	12.48
1746	129	4	6.67
399	1793	3	17.86
118	6960	3	12.26
7431	103	3	6.8
108	4113	5	14.05
790	108	15	10.81
43	9	10	9.9
737	738	3	15.79
831	1773	5	44.68
4606	121	3	6.92
408	110	43	75.95
818	274	3	10.19
122	1000	8	9.59
304	380	4	10.75
475	1063	4	22.73
8	4621	3	6.69
2348	218	3	15.18
105	258	44	6.92
1932	374	3	18.13
445	348	5	18.56
108	3933	4	6.8
2007	723	3	22.3
174	196	9	7.24
1613	103	11	12.72
106	851	15	10.22
4371	108	4	6.8
2334	6108	3	43.19
784	1810	4	32.36
366	174	5	6.67
456	325	3	8.09
119	364	16	7.9
320	355	3	6.81
163	1456	5	19.33
194	264	6	7.71
181	1698	3	10.71
142	1853	4	10.57
109	509	19	6.93
194	135	24	16.25
369	842	4	20.33
1601	173	3	9.39
1113	190	6	25.31
12	1522	15	15.24
103	179	74	7.9
7	2634	8	9.05
5	252	8	7.13
259	403	4	10.7
113	4036	4	8.25
111	3644	5	11.06
110	596	18	10.98
1414	133	5	8.95
324	105	35	8.38
179	7	128	20.39
115	2	320	164.71
7	2422	8	9.05
102	4778	4	7.55
5234	491	3	28.55
2286	102	8	7.07
103	7639	3	6.8
12	148	255	32.3
108	6678	3	8.43
417	166	7	16.69
167	1569	3	9.17
102	2689	7	8.17
2545	139	3	7.6
3430	8	4	10.1
103	7715	3	6.8
390	4509	3	24.23
417	12	41	8.26
2097	154	3	8.79
12	203	117	25.62
514	739	3	13.47
3041	105	6	8.64
157	557	6	12.48
109	7336	3	8.48
417	299	3	7.09
121	4284	4	12.81
516	290	3	7.99
1102	447	3	15.09
102	4862	4	7.55
1802	166	4	17.04
854	122	9	11.3
6104	107	3	8.34
538	128	18	42.02
115	1497	8	11.84
180	137	22	12.59
4780	102	4	7.55
739	115	21	42.3
219	120	25	8.08
207	7	106	28.47
1096	163	5	16.16
116	319	21	10.15
477	361	6	26
120	4951	4	16.84
115	7505	3	10.79
668	275	4	14.59
123	3891	3	6.7
122	1688	6	10.04
1278	267	3	12.45
140	2797	3	8.34
103	3864	5	6.7
1358	303	4	21.2
442	303	3	7.02
407	272	4	11.7
112	121	282	24.77
161	106	89	8.25
1815	9	5	7
1538	103	10	9.02
1528	734	3	23.11
12	3122	7	7.11
101	1121	17	10.26
412	648	3	11.73
110	3159	5	7.42
1337	247	3	12.08
225	247	5	6.84
4970	125	3	10.16
1908	138	5	13.56
4049	113	4	8.25
199	1894	5	26.17
171	157	18	20.57
107	4488	4	6.69
536	13	4	6.96
107	4540	4	6.69
105	1329	11	7.53
591	303	3	8.76
1590	628	4	29.25
136	460	11	21.09
101	1378	16	15.08
142	2635	3	8.13
130	4838	3	11.71
108	3034	5	6.8
1841	114	6	6.81
109	3772	6	16.96
334	131	12	9.71
146	952	5	9.79
1288	159	3	6.99
520	125	18	34.18
193	167	10	9.68
361	225	5	10.69
120	420	13	8.17
183	1358	3	9.32
654	657	3	14.81
509	451	3	10.2
138	1916	4	9.62
4111	131	3	9.81
7	1802	12	13.58
6108	110	3	8.86
5992	103	3	6.8
1100	101	18	11.09
743	116	11	8.74
145	118	76	13.09
4254	129	3	9.63
108	122	311	7.54
157	111	75	13.65
142	775	7	12.66
1246	102	11	7.31
112	2653	5	7.01
703	755	6	41.07
277	119	23	13.32
163	518	9	25.48
12	500	38	12.62
3171	1125	3	28.2
166	3133	5	31.76
498	115	16	9.01
102	5117	4	7.55
6129	104	3	6.96
125	1024	7	9.08
4841	4837	4	70.57
157	304	7	8.6
338	447	3	8.12
12	456	45	25.44
163	442	7	14.15
121	4593	5	21.97
115	1122	12	19.18
124	175	31	13.7
107	7033	3	8.34
107	942	13	9.36
4632	105	4	9.07
887	119	17	41.91
5	1219	10	47.8
201	132	22	13.16
887	179	6	21.81
860	246	3	9.62
115	1242	14	32.8
1966	4	3	23.12
116	403	18	11.68
103	363	29	6.73
114	625	17	17.43
485	366	3	8.96
133	286	18	20.56
127	456	10	9.51
178	719	4	9.22
2149	102	8	7.07
114	775	11	7.12
1279	102	13	8.2
103	6687	3	6.8
105	4787	4	9.07
2823	104	7	10.96
298	102	47	13.7
582	12	34	16.36
137	4691	3	10.36
109	214	40	8.67
298	163	7	9.15
116	7483	3	11.48
1192	292	3	12.67
104	699	16	7.01
153	217	16	25.09
314	266	4	8.22
370	288	6	20.02
1617	166	8	47.08
106	2446	8	14.9
1617	12	12	6.98
7448	104	3	6.96
141	1190	5	9.38
6288	6289	3	54.65
635	115	18	22.49
7	2304	10	11.32
153	120	52	7.01
2662	107	6	8.84
5	506	5	6.96
1717	152	3	7.18
170	132	33	23.7
2222	154	3	8.79
104	781	20	18.94
1253	106	11	8.72
1	782	3	8.16
166	1533	6	29.27
375	116	17	7.28
1397	134	10	35.08
2506	141	3	7.06
148	637	5	7.16
375	278	4	10.01
418	263	4	9.74
6307	2986	3	45.09
6516	136	3	16.79
948	3076	3	27.3
106	800	14	6.98
129	3323	3	7.09
293	196	7	12.73
1214	178	3	7.87
113	1589	8	9.2
115	2663	7	19.53
5318	9	3	8.69
7	878	19	6.97
2354	1945	9	133.74
430	187	5	9.5
106	749	21	23.13
466	238	6	18.99
120	1230	7	9.05
129	3187	3	9.63
222	315	5	10.28
541	309	3	8.83
104	129	252	9.73
7895	110	3	8.86
3320	129	3	7.09
1983	103	10	16.74
225	3455	3	18.35
104	192	71	11.61
866	103	15	8.12
110	551	23	26.18
123	2362	5	12.48
128	161	35	15.62
9	648	11	10.34
1546	247	3	13.8
5	1078	6	19.51
299	462	3	7.53
158	838	5	13.26
4656	125	3	10.16
109	820	13	7.16
12	1779	11	11.17
1553	101	14	13.19
2080	108	7	7.5
151	1103	4	8.2
433	21	5	8.16
217	103	57	12.74
213	125	25	12.28
1628	118	6	8.52
103	866	15	8.12
2	3919	4	11.23
114	331	21	7.77
103	1038	15	13.55
127	1009	6	8.61
8	348	17	10.45
116	5628	3	7.3
107	6015	3	8.34
249	624	3	7.92
115	2150	7	14.06
104	2990	5	6.94
7	449	51	57.89
6414	105	3	6.8
106	104	969	23.42
1140	117	8	7.81
3198	128	3	6.95
330	124	13	8.49
761	102	20	10.72
1040	115	11	14.15
138	6263	3	17.43
149	928	6	15.43
161	1628	3	8.67
359	356	3	7.14
3411	2960	5	80.57
8	4873	3	8.68
102	2105	8	9.81
511	330	3	8.91
1005	104	14	9.66
2	1115	8	13.35
105	7028	3	6.8
5084	105	4	9.07
1061	177	3	7.27
1223	12	16	7.38
122	12	740	21.09
838	2	17	46.91
1081	1129	3	20.89
115	5453	3	6.65
1071	183	3	7.99
160	150	17	9.01
431	805	3	13.35
106	7623	3	7.7
1205	133	5	7.33
135	165	29	13.39
3563	7	6	6.79
171	910	6	21.54
2578	7	8	9.05
141	2329	3	7.06
674	214	6	24.29
493	132	8	6.65
244	39	8	7.62
1920	8	5	6.98
13	372	7	14.56
1573	306	3	14.92
115	3603	4	7.47
111	262	35	16.19
6242	1303	3	38.81
165	1274	3	6.99
2591	102	7	8.17
127	3456	3	8.16
166	842	9	41.08
910	124	9	17.62
2828	132	3	6.63
45	12	211	26.56
121	139	141	105.04
910	171	6	21.54
3368	115	4	7.47
292	1192	3	12.67
112	1050	10	8.31
172	317	6	8.11
193	594	9	34.85
114	3907	5	12.63
167	3623	5	33.45
127	5630	4	21.4
16	4910	3	10.61
1167	129	5	6.89
337	114	24	13.56
107	521	25	22.65
755	106	17	12.1
1203	108	14	20.28
302	153	9	11.88
5415	112	4	13.02
515	136	11	17.23
337	182	8	17.8
4634	9	3	6.71
129	192	21	7.88
6637	114	3	10.59
162	174	12	8.1
107	6643	3	8.34
12	1084	18	8.97
146	4908	3	15.04
102	2554	8	9.81
2109	108	7	9.14
6787	114	3	10.59
117	110	395	19.33
245	4421	3	20.78
169	1193	3	7.2
2988	6349	3	45.09
265	1356	3	12.62
219	617	3	6.9
104	1285	11	7.96
4882	125	4	19.3
2701	101	8	7.54
276	129	13	7.24
116	756	12	11.3
296	9	19	10.93
3491	170	3	15.07
5070	131	4	21.7
1019	103	13	6.69
124	6982	3	15.04
734	167	4	10.24
105	5301	4	9.07
12	711	25	7.58
257	272	4	7.61
247	348	5	12.08
114	1343	8	8.13
1379	1378	16	237.89
11	408	3	9.76
514	106	23	11.78
1482	101	14	7.8
229	155	20	48.37
147	1170	4	7.72
12	754	25	7.58
111	516	16	6.66
262	104	50	21.73
4824	139	3	13.26
14	109	2317	53.81
1954	12	11	11.17
1423	105	12	12.33
361	864	3	12.36
106	7324	3	7.7
377	105	31	9.08
162	2731	3	12.1
981	107	12	7.84
1603	7	13	9.19
3545	105	5	6.71
111	440	29	34.49
115	5266	3	6.65
1388	122	7	10.92
1528	119	7	14.27
2489	135	3	6.94
992	109	13	13.31
281	468	5	16.87
131	1850	5	11.78
251	12	72	6.88
600	7	34	22.74
2762	105	7	10.62
221	1361	3	10.99
108	2213	6	7.09
372	412	3	8.36
352	719	3	11.08
6771	1033	3	37.43
275	354	4	9.65
106	6551	3	7.7
115	2508	7	16.38
531	690	3	13.69
107	3904	5	9.07
155	361	6	7.97
7290	105	3	6.8
7899	107	3	8.34
106	497	25	15.36
141	5350	3	13.5
132	109	194	14
863	12	23	13.12
5161	119	3	8.29
7514	109	3	8.48
132	39	29	10.53
376	132	10	8.98
173	433	5	8
177	1386	3	8.86
420	456	3	10.17
108	5594	4	11.24
143	232	12	8.35
852	104	16	10
540	148	7	12.52
1023	109	12	9.18
105	765	19	13.51
3355	8	4	10.1
1269	115	14	32.8
221	12	93	14.19
6750	117	3	11.62
299	147	10	11.11
214	773	3	8.91
765	101	25	8.13
104	527	23	10.69
110	6299	3	8.86
2493	16	4	8.41
3137	110	5	7.42
821	180	3	6.74
271	161	7	7.18
1588	1175	4	34.29
4478	110	4	7.32
2624	101	8	7.54
806	204	5	17.55
102	5551	4	7.55
127	829	6	6.87
3153	110	6	12.49
8	103	441	20.3
108	7903	3	8.43
3325	103	6	8.63
7778	108	3	8.43
8	296	19	10.87
479	231	5	14
3935	269	4	38.21
1788	6775	3	41.16
102	5703	4	7.55
103	6738	3	6.8
949	291	5	24.63
12	2104	10	10.16
1367	345	3	15.95
327	335	5	15.62
225	1035	5	21.73
134	4029	3	10.14
387	316	3	7.11
120	999	8	8.49
138	7535	3	17.43
7	1157	17	9.82
107	31	3	8.34
111	210	89	138.34
160	193	33	92.05
138	1527	4	7.09
321	824	4	17.87
135	173	27	15.5
875	177	4	10.89
110	4110	4	7.32
105	1710	9	7.47
2	361	37	90.06
197	4240	3	18.33
118	1267	8	10.75
172	128	25	7.34
7807	115	3	10.79
281	104	50	26.33
4221	2	3	7.52
2015	160	3	9.57
1118	109	12	11.47
1478	120	9	19.29
803	156	4	7.6
3087	115	4	7.47
336	1548	3	15.84
256	807	3	9.39
6407	121	3	13.18
286	2405	3	17.48
141	860	5	6.89
1670	112	7	7.47
129	151	59	44.82
128	7638	3	15.93
110	1232	10	8.95
345	253	5	14.74
586	276	3	8.43
104	7531	3	6.96
110	1308	10	10.13
123	3647	3	6.7
345	320	3	7.36
688	237	3	7.57
2798	131	4	12.55
3158	9	5	13.7
1657	106	9	9.65
6372	112	3	9.77
108	745	14	6.9
667	106	19	11.86
117	114	335	42
122	3751	5	16.78
6787	110	3	8.86
125	514	10	7.49
1765	101	13	12.25
181	13	11	12.32
4142	127	3	9.6
7207	113	3	9.6
108	6810	3	8.43
110	421	28	23.46
123	2230	4	6.94
132	2841	3	7.53
237	222	11	30.37
9	633	13	15.38
1546	131	4	6.88
5454	127	3	11.69
415	101	47	14.37
2999	114	5	10.03
107	1153	14	19.93
6089	112	3	9.77
1751	136	4	7.47
4877	108	4	11.24
174	2300	3	11.53
128	116	130	7.89
153	751	7	18.51
336	127	16	19.77
405	581	3	10.54
1114	103	15	15.4
104	151	147	22.58
5	880	5	12.04
108	2025	7	7.5
840	334	3	11.85
114	318	22	9.4
103	858	20	21.94
955	198	4	12.89
741	113	15	13.23
4029	134	3	10.14
8	542	11	7.14
5501	108	4	11.24
955	127	6	8.13
1491	517	3	17.83
101	2454	9	8.48
1104	193	3	9
141	3406	3	9.88
222	842	5	21.14
5660	5	3	17.11
132	536	8	7.74
1436	169	4	13.88
447	1102	3	15.09
138	5	28	9.69
3170	115	5	10.34
106	8	360	7.29
106	290	39	16.65
200	1045	5	19.42
446	384	3	8.56
789	328	3	11.71
132	433	10	9.54
613	393	3	10.92
496	281	6	23.59
148	142	38	23.02
118	502	15	12.93
1263	133	6	11.52
420	195	4	6.99
5156	102	4	7.55
7559	128	3	15.93
4039	107	4	6.69
164	794	4	9.97
263	1913	3	14.75
3066	12	7	7.11
292	354	4	9.83
102	2112	9	11.48
630	370	4	16.42
112	1691	13	42.38
45	1384	3	6.7
101	658	34	32.08
376	148	7	8.72
863	124	8	11.69
199	12	105	7.54
132	115	194	83.01
106	468	21	6.71
155	486	5	7.66
305	107	33	11.34
113	1645	7	7.17
135	1301	9	28.27
1129	104	15	16.08
2271	133	4	9.22
101	859	23	11.66
114	2691	5	8.2
143	117	90	18.41
4838	8	3	8.68
6401	105	3	6.8
5002	102	4	7.55
105	6894	3	6.8
3643	7	6	6.79
540	132	8	8.35
166	1785	6	31.69
6189	1939	3	41.76
429	7	41	11.23
2113	1379	3	27.01
2028	239	3	14.62
182	337	8	17.8
557	380	3	10.09
141	2014	4	10.17
171	3227	3	13.9
1108	198	3	8.76
4022	108	3	8.43
7688	103	3	6.8
4647	110	5	14.76
110	172	90	46.57
2437	138	3	6.65
681	524	6	36.88
104	501	27	16.77
168	515	6	13.29
128	6686	3	15.93
7324	106	3	7.7
5404	121	3	8.92
110	125	240	8.41
108	7778	3	8.43
1267	336	3	14.21
778	121	11	14.11
8	9	1133	6616.91
423	196	4	7.26
1870	103	9	9.23
3549	123	4	12.01
131	2376	5	15.31
2950	127	4	12.27
223	200	11	23.28
3993	108	4	6.8
6519	110	3	8.86
383	145	7	6.71
139	172	20	6.96
230	567	3	6.79
734	123	7	7.96
219	751	3	8.1
1776	112	9	17.13
128	1193	5	6.7
1101	110	10	6.99
597	695	3	14.45
2905	274	3	18.12
124	1056	7	11.43
115	2090	7	12.22
6004	6185	3	54.65
693	101	27	9.44
3709	121	5	16.8
163	648	8	24.92
193	2214	3	13.08
14	285	80	7.54
104	4034	4	9.28
115	5219	3	6.65
111	394	21	8.02
830	6242	3	36.06
149	1874	3	7.44
16	17	27	18.56
1750	168	3	9.45
4338	955	4	44.31
1009	150	4	8.26
1343	5	5	16.02
14	115	1597	69.3
107	3054	6	11.52
16	152	45	11.5
141	2387	3	7.06
952	2795	3	26.28
198	1665	4	17.79
108	4369	4	6.8
1128	133	5	6.87
769	119	11	12.95
274	1908	3	15.28
2920	6	7	79.35
216	212	12	28.94
2113	115	8	19.51
1388	7	15	11.18
1099	139	7	17.51
1933	8	6	11.94
6654	109	3	8.48
956	107	15	16.6
103	7514	3	6.8
12	277	65	10.16
197	175	31	99.29
6007	8	3	12.93
130	158	29	9.72
267	184	8	14.07
5163	115	3	6.65
12	195	123	16.21
1048	144	5	10.89
2218	7	10	11.32
12	132	440	25.83
231	7	86	17.37
357	308	4	10.57
2596	4884	4	59.48
115	1368	13	32.46
106	5666	4	10.26
402	341	4	12.33
5	1597	6	24.49
224	1171	3	10.49
3501	152	3	12.45
317	203	8	19.28
774	199	3	6.99
467	139	9	11.86
1215	197	3	8.92
129	962	11	28.92
898	3380	6	73.43
106	3424	5	8.07
855	863	5	35.59
102	524	29	18.59
21	4547	3	16.97
112	14	1849	19.22
617	110	21	20.95
102	448	31	12.92
757	450	3	13.03
103	5906	3	6.8
112	294	27	8.09
101	1248	17	16.02
235	346	4	7.66
103	3869	5	6.7
102	374	44	31.1
17	1718	3	12.14
112	242	36	12.49
287	626	3	8.79
205	45	11	8.38
272	909	3	11.92
120	101	872	52.45
1648	9	6	10.74
398	103	31	12.75
315	21	10	23.16
135	933	6	9.05
431	371	3	8.67
6614	1439	3	40.1
134	3207	3	10.14
353	238	4	7.41
130	3817	3	8.17
173	997	3	6.73
109	4743	4	11.3
108	6151	3	8.43
4960	103	4	9.06
6072	103	3	6.8
8	4434	3	6.69
530	847	3	14.62
6804	106	3	7.7
1746	151	5	17.14
837	251	3	9.61
1087	280	3	12.72
200	223	11	23.28
366	244	4	8.04
293	453	3	7.03
944	256	3	10.34
629	521	4	19.28
401	189	5	8.97
567	172	5	10.8
634	1542	3	20.38
3554	134	3	8.68
4	116	14	14.69
531	141	7	7.83
2449	127	4	9.75
119	558	13	11.56
103	158	101	13.64
2669	173	3	13.11
485	104	23	6.9
449	124	20	37.53
1421	109	10	10.44
6773	3438	3	46.33
103	105	1149	27.23
169	737	5	12.56
247	1816	3	14.32
127	132	66	11.55
1078	214	5	23.3
2857	12	8	8.13
556	227	4	10.39
479	613	3	12.15
109	436	23	9.82
223	656	3	7.43
220	1737	4	19.59
414	314	3	7.22
106	4390	4	10.26
115	111	387	12.58
111	5483	3	9.61
5242	115	3	6.65
5	126	39	15.37
3123	7	7	7.92
123	3133	4	10.28
104	7013	3	6.96
434	5	8	15.66
502	139	11	18.9
644	1785	3	21.1
106	2320	8	14.9
119	2715	5	11.09
243	650	4	12.63
110	674	24	39.15
107	2044	7	7.34
9	442	15	11.4
828	543	3	15.16
6669	105	3	6.8
349	104	32	9
102	5827	4	7.55
133	168	35	25.19
137	2650	3	7.77
4170	128	3	9.49
133	7	425	21.75
1323	132	9	27.3
122	2575	4	7.41
379	354	4	12.05
125	1661	5	8.31
121	3208	4	8.72
125	1737	5	8.31
157	1445	3	7.34
121	3260	5	14.07
114	6832	3	10.59
103	350	32	7.55
104	753	19	12.94
497	1774	6	49.06
180	1224	3	9.07
224	111	36	7.13
6819	105	3	6.8
110	874	11	9.63
7392	107	3	8.34
344	731	3	11
1192	163	3	6.91
253	345	5	14.74
336	625	4	15.67
5	447	7	12.01
115	6492	3	10.79
115	407	22	17.14
708	421	3	12.09
1378	2113	3	27.01
1541	225	3	12.31
268	294	4	7.38
4874	320	4	40.14
169	2204	3	11.17
8	2218	5	8.92
294	420	3	7.3
188	364	8	19.98
339	228	5	10.58
105	383	30	9.47
148	644	6	11.14
126	1503	5	8.53
105	6639	3	6.8
101	157	191	21.81
935	45	4	8.06
4101	138	3	10.93
5078	103	4	9.06
1369	9	11	28.88
108	3672	6	16.86
101	112	1357	49.4
3850	103	5	6.7
642	134	8	10.2
899	167	4	10.24
182	889	4	11.05
310	749	3	10.35
9	2925	4	8.44
401	381	3	7.95
119	106	434	36.49
16	1851	4	6.7
4	531	4	20.19
249	101	74	9.51
