7	5335	4
2390	2907	12
16124	8518	14
11954	6840	1
234	3245	8
14	655	32
4898	6476	0
14	7848	44
574	3606	9
14	9502	16
103	8168	12
7	4506	3
8	2324	20
7018	5132	8
125	8694	0
11303	4904	26
1233	5642	1
14	9567	27
117	6458	1
105	2800	4
9	3363	34
9385	531	12
201	446	16
105	7857	14
140	8216	0
1592	5877	17
210	5603	17
947	8716	20
5152	596	30
108	7073	6
104	5583	2
101	7731	23
1281	6053	10
5971	7044	24
356	3573	8
989	8596	0
30733	8998	20
4503	6355	14
103	8844	13
29924	4597	5
151	3754	15
216	3218	0
639	4488	7
105	9788	11
996	2889	16
31546	1000	9
1156	7341	11
8	7600	22
7	1342	1
107	3396	12
106	3483	21
3971	2360	0
1587	983	8
124	7035	6
318	5399	27
2992	5448	22
236	4139	0
101	8463	29
1302	8884	8
4122	7169	18
2424	2124	29
11096	2584	33
112	3232	1
5903	7338	18
1532	6038	9
8272	2227	11
107	722	14
14150	9252	38
111	6725	11
29382	9551	8
156	1926	1
12	9373	3
7	2602	21
263	7143	23
108	6623	24
103	7600	7
102	4294	9
111	7234	15
4707	9228	1
107	8254	8
117	259	9
2361	2969	20
168	8583	14
108	4721	11
2	839	40
29231	9402	25
1334	2612	24
8	5283	6
111	36	8
1468	4099	6
32101	6207	29
101	8903	8
363	7006	17
1351	8299	17
966	5892	34
108	6013	7
111	6415	8
112	9961	28
105	3595	8
11717	2640	16
12	958	20
131	7408	20
143	5864	18
177	7805	0
12	7655	6
3668	7376	11
10738	6916	39
903	647	26
808	2579	27
126	6027	16
408	3705	26
7	825	5
108	4300	8
1665	4790	38
360	4765	17
1871	3279	6
3401	4956	7
7	2972	30
116	9587	30
101	5596	15
146	7441	0
3175	3801	2
108	6184	24
109	1388	8
23458	7396	21
104	7151	11
171	5925	5
1380	5434	5
128	2702	20
9022	5752	16
129	6090	4
7965	6261	33
102	998	3
223	4347	30
21617	9360	11
102	8064	4
562	2280	17
110	3189	9
103	4854	10
244	2605	35
341	4634	1
101	4938	15
14	8231	27
102	5276	48
1390	4795	22
14	8420	6
12	9086	21
101	5639	8
302	7280	4
105	7021	13
28911	3413	23
8830	4708	1
18095	2662	26
132	8816	4
226	6911	2
4930	9356	0
103	4106	2
6522	3953	16
139	4219	4
3595	5225	7
209	5609	0
201	4636	12
115	8251	1
1452	4689	31
154	1977	0
14	6444	36
2758	9037	19
108	5351	11
15014	7379	24
13742	5029	8
7	1810	6
105	7262	20
18169	1248	10
102	6193	11
687	384	16
489	543	8
12	4522	3
168	3793	13
164	2245	4
101	7388	13
115	4304	2
12	1515	9
14	8593	16
109	9194	6
17775	8196	9
263	3327	12
14	7249	18
2544	8991	7
7	5460	8
8	8812	34
25421	5956	24
1259	3491	26
12	1004	13
757	3331	7
575	3440	14
182	277	23
104	6400	17
2	2187	19
12	3718	7
8	6425	3
2244	1616	5
396	9531	27
404	1293	8
924	6985	10
7	8241	17
23915	1353	5
110	2255	14
109	9958	10
771	9594	24
104	4580	1
8177	7464	33
5125	1676	9
224	88	27
106	2829	21
32501	1778	21
115	6530	25
545	7856	9
13	1821	4
446	9666	35
16	2394	5
1749	4323	8
6138	4507	5
105	3300	18
3308	9232	11
102	9413	20
120	55	4
129	1420	10
1049	181	15
7	6523	37
32890	4502	1
972	9661	21
3342	2572	14
129	6674	41
256	1984	21
108	6392	23
124	2415	17
5493	3531	1
118	5939	11
500	5955	0
106	936	14
14	1112	43
4239	8817	14
18543	8676	10
122	919	6
18132	5612	21
122	6102	12
120	5330	13
108	1208	5
117	970	6
537	72	16
3280	4511	32
138	9362	7
4589	3403	7
16633	2825	0
21436	7164	20
1624	9934	3
104	5052	10
137	9083	0
1703	4334	10
7523	3022	12
12	2862	8
170	6977	3
377	7919	47
9	1159	35
285	3317	5
105	3837	18
7	496	10
127	5596	13
113	9860	2
102	7467	35
125	3101	0
111	17	15
30021	2834	9
2	7404	12
948	2408	38
160	5128	6
101	3711	11
113	4898	6
109	272	36
206	3724	14
369	1935	8
101	2931	7
151	8998	17
2565	3412	11
215	2745	0
357	7649	13
849	6728	4
12213	1921	15
116	3506	7
114	3766	6
12	4492	22
1392	4825	15
102	2457	5
101	4370	4
117	5756	12
12262	7494	4
734	8076	8
16	1505	26
110	1611	4
2771	8147	2
1348	4829	14
124	6578	9
102	4274	5
196	1222	1
106	763	13
1504	6279	9
697	8719	9
497	8487	19
4475	6901	15
102	4339	14
173	6931	5
1692	142	12
12	3432	7
129	7479	20
7800	7462	11
7	8672	4
119	5111	17
26967	2485	15
123	6994	5
4839	6135	7
185	9073	5
12633	3431	6
25212	7375	16
104	7645	8
105	7877	2
2077	9880	11
333	570	6
308	1787	6
13022	80	4
133	43	3
2330	5163	0
7	7330	16
12	5043	3
2615	9851	23
32869	4187	1
114	7494	3
616	7553	2
219	1883	18
102	4686	13
261	9746	3
437	3275	18
111	5413	19
153	115	21
103	4753	20
109	1555	12
101	7812	6
109	8187	17
118	7042	5
3653	6375	19
105	4441	17
122	681	10
583	2593	0
106	4926	12
129	282	9
101	8626	29
3674	5880	12
276	6273	0
102	310	15
3106	590	42
1192	9615	16
14	8054	30
14	5904	24
172	1564	15
30348	4362	18
6642	4529	8
4789	2949	3
8836	5715	14
472	2376	22
121	3809	23
112	5495	10
14	914	15
12	1414	6
117	7696	27
585	4595	15
254	3269	19
104	1666	7
649	4879	11
3649	2604	13
105	8626	18
10744	1554	14
14	5226	42
1346	8389	19
351	4235	9
101	7345	2
14	6715	25
20532	8169	8
102	3101	14
103	2317	6
201	2906	3
2257	191	9
231	2207	23
7	8848	39
400	1081	2
109	2992	10
10070	1372	25
14	9605	5
9657	8994	6
300	7648	10
105	2572	15
12	5750	3
9	3048	28
2	501	12
140	8357	0
300	7585	1
111	303	3
101	3905	7
7	9383	18
7	7336	1
7558	7035	9
1677	419	2
1145	2359	11
717	3013	5
16783	9396	8
9348	6740	4
962	4103	43
7	6629	6
9744	225	3
111	3076	2
1546	1441	13
14	4320	28
14	6278	26
157	7689	2
7	5196	17
12	4923	4
1090	7938	13
103	4561	6
460	836	29
25987	7169	11
3705	5986	1
101	9610	12
116	6284	10
272	8389	22
103	8697	24
384	6580	31
30268	8859	9
2106	347	0
14	2752	20
12	7514	6
121	4913	27
126	8083	11
110	7774	8
5851	8447	19
3589	1942	28
11698	5237	24
210	1881	20
120	9456	2
103	1298	26
121	6934	22
12	2457	26
2576	9387	9
125	8869	0
122	483	9
823	4629	6
8	9335	19
491	4362	21
4399	9459	8
3389	1561	0
112	1841	4
511	1343	15
124	7997	10
209	2793	0
17162	8942	21
123	8738	17
11825	422	29
101	5982	26
6036	6859	27
112	7832	18
2333	4291	15
16	8778	10
16	3019	2
26715	7526	34
11827	1554	21
126	5448	14
112	9115	13
720	9891	5
12	3754	3
7	443	16
16	9991	13
154	402	0
1414	4760	10
3200	8833	3
3759	6676	4
12	1677	14
31304	131	14
108	6735	5
279	4061	0
121	5156	23
1124	6124	3
3103	8993	18
23351	5976	6
29298	1151	3
7	5034	49
101	3667	15
1469	7529	29
6092	6534	5
141	3552	3
631	8116	5
133	8215	9
20206	7885	0
1106	7101	3
101	1782	20
2237	9107	1
295	373	15
104	7300	26
17404	7246	2
199	4991	30
167	4460	13
13	9675	34
109	121	7
13	4083	5
7	8511	44
2822	8994	9
858	5551	2
7	8006	1
101	6319	6
453	6316	12
11477	8669	1
719	7760	29
109	6608	17
118	6674	27
1235	1739	29
16	6366	15
1599	1908	18
101	7587	10
148	2281	7
23870	1689	10
5655	1222	2
194	4633	5
116	7837	42
113	191	12
497	283	25
110	356	40
6827	2697	10
109	6482	7
12	282	20
418	4558	4
9	7949	21
5566	6967	2
116	1861	6
21400	7712	10
108	5086	3
111	5578	10
105	1856	16
9630	4796	1
7	6595	19
5339	783	15
12	722	1
101	5708	18
14	1919	39
106	169	23
10672	3142	16
24615	7853	3
101	4995	3
7	106	5
107	1402	2
103	8853	14
103	4860	27
853	3040	21
7135	5458	31
114	3237	23
9519	196	6
14	2476	2
7	169	24
1033	4370	16
104	4314	13
109	6065	19
103	8557	42
14	6243	18
21256	2491	26
112	5998	10
7	6400	14
2	85	35
233	615	0
14	8083	22
1946	3289	7
139	8346	22
612	521	26
107	9004	3
4577	6246	4
101	9307	25
141	2917	17
8343	3935	30
751	2033	13
116	6493	31
1994	3691	32
113	2415	1
104	8079	18
103	5518	9
1868	5721	20
17801	7661	0
1152	1564	24
4323	6043	19
1002	265	15
23025	7843	10
152	7330	3
4771	2350	9
16	3369	14
7684	301	11
1882	1447	45
129	9492	3
21	7915	21
179	2413	12
104	5996	3
757	6791	8
178	1699	6
107	5836	13
12	8654	6
105	2131	5
112	3262	3
111	2838	15
14	1477	37
24690	1490	5
747	838	5
239	6922	5
161	9575	8
2280	198	4
102	6399	6
117	6973	3
112	468	9
4185	6592	9
7	2012	11
19644	9977	20
970	532	3
102	7472	23
447	3227	44
13657	7859	1
12	7859	7
14	6311	14
33243	1291	6
1378	5964	12
110	7540	20
14	3935	43
118	3484	5
15817	4554	0
116	1795	12
14	8425	22
969	2415	7
117	3521	10
139	772	7
12	2009	12
5639	4192	1
117	3704	37
147	7834	24
122	7251	26
12	9201	19
177	4098	0
3826	4841	4
3083	8237	5
109	6687	5
2	4123	8
7	6407	15
6447	1925	29
126	93	6
106	6596	29
22936	4000	15
110	4016	12
710	9405	11
14	7714	28
101	6377	12
129	5198	10
676	474	14
1836	1262	3
119	7879	36
7774	3903	1
114	7845	19
1528	898	4
238	7509	9
5083	6481	4
104	7429	33
209	7415	0
1452	5799	3
16821	5044	23
103	8664	12
9	3404	26
158	4394	8
101	387	7
4329	1249	8
103	126	9
101	5507	6
14933	8679	1
106	870	3
105	3240	9
2927	6047	46
104	4016	3
118	3179	5
14091	9239	6
573	1316	32
7	8252	1
532	5381	15
119	4651	20
116	827	29
31822	5301	4
107	2528	9
15089	698	7
32829	4913	19
3811	1356	12
102	1938	9
28729	5757	7
103	1869	16
101	830	4
210	4358	31
14	3538	25
8414	3423	1
147	1732	14
14	6547	19
2877	59	2
29147	5182	52
223	4391	27
103	7874	19
12	6087	9
155	3084	1
12	8801	13
177	8634	0
151	7915	3
1003	7202	9
586	8053	34
166	1839	2
118	6221	17
14	223	13
458	5186	20
101	8764	2
109	1899	10
12	2914	19
132	9762	27
1935	7460	1
2459	6663	5
7	5629	27
18270	3349	36
10293	2563	6
12	5892	20
2	4361	0
104	3560	8
5832	2904	12
14	5343	12
185	8843	21
692	9007	8
196	779	36
702	5512	5
102	8544	11
26122	10	4
106	3817	1
877	2836	7
153	7955	10
7	6082	14
534	7294	8
128	1982	33
117	7971	7
27603	2456	8
2549	4097	17
7	8741	1
12	2332	13
23771	897	19
131	7732	11
1353	8682	4
405	1469	24
107	2939	31
155	8829	13
115	1292	6
109	25	24
12	8286	24
5083	1360	29
173	4684	14
1891	1645	1
101	3214	19
111	4311	35
5317	5633	3
24277	6452	19
106	6626	8
1487	7058	2
12	625	3
25332	9479	27
108	9507	33
116	616	30
1392	3213	13
12	1982	18
11425	3245	23
1164	713	6
145	6538	19
14	7628	28
122	2100	5
106	75	30
792	5065	1
154	3401	0
102	4610	22
103	6776	20
123	2704	5
101	5741	6
12	6939	8
101	5026	23
119	565	17
317	6173	14
110	8403	8
224	5122	37
104	4152	4
15307	8594	31
7	9250	5
104	8273	17
257	1671	5
7	10	26
103	6032	8
14	9015	39
12	3867	9
1708	9495	24
135	4588	4
1251	3320	1
124	7217	3
27398	5855	12
154	9780	0
132	450	17
127	7742	5
117	7829	12
102	7446	2
109	5484	15
598	2092	12
7	7698	3
109	3204	18
101	6586	15
7	5051	20
223	8773	6
841	1058	4
392	1498	1
109	1057	9
101	7350	3
425	8899	30
105	1437	12
359	7389	7
14	1563	20
604	439	11
4427	2685	12
7497	3726	21
716	7851	8
4722	7182	1
14	6962	37
26312	6118	8
27587	2521	2
13364	918	5
105	5796	5
14	7027	46
5120	5772	1
2740	1155	26
119	3925	10
126	5233	3
858	3101	32
104	1265	9
113	8824	15
470	6577	2
148	22	35
104	2329	21
782	739	1
3971	364	0
102	967	23
2235	3260	15
12	1972	3
125	198	0
1118	3103	7
176	2462	17
7140	1299	12
14	6543	38
12	5188	6
177	6110	0
10821	7085	15
101	4845	33
3837	300	24
110	3626	3
6089	9863	0
2933	8614	0
108	7328	25
807	6270	16
12	1419	22
14	8824	17
1260	5447	13
7	9751	1
144	6070	1
1526	9226	6
101	6576	30
1694	9171	17
3744	3710	8
104	962	16
114	6707	16
1194	4312	33
1381	9431	13
228	4451	8
102	378	20
106	7834	11
1080	3531	20
108	4610	6
111	1432	20
6325	1963	38
141	9416	24
362	3952	18
2	3364	29
490	8053	5
3608	609	2
12	7977	8
107	426	11
102	7829	13
101	1566	12
27680	3603	14
335	3291	20
1543	4408	0
115	1217	38
102	9110	18
159	5139	3
26158	2348	14
309	7239	26
108	3751	28
4677	3114	8
2767	765	45
19353	9091	17
2373	5425	3
2849	4502	39
172	7410	10
1030	3126	0
119	2386	14
554	2226	19
101	1250	4
1843	5337	9
4810	4527	27
25	80	5
167	1286	2
102	2153	4
186	4299	0
11	559	29
4364	9640	1
117	8746	9
29006	6390	1
7148	9778	23
104	5685	17
267	567	2
310	5196	0
104	9636	32
1239	169	17
812	2910	5
12	9888	33
3151	9053	5
28152	3237	3
101	9670	23
105	6341	7
14	1210	34
107	6130	1
7	1632	17
102	8524	15
107	4669	16
5576	8319	13
566	7126	6
104	2012	20
724	896	17
7	8776	14
14	2730	26
103	5173	18
1189	8450	22
3194	9108	4
172	7720	23
2416	7959	4
115	6596	19
13597	8587	11
793	5567	14
112	1510	9
7	1006	11
106	8713	10
981	5399	2
7	1762	7
3777	1438	4
181	1660	0
574	6447	6
1	3759	3
12	1114	3
1240	2572	9
139	5950	38
2049	6631	21
111	9956	12
105	1031	3
513	8698	15
101	2413	6
213	8062	1
147	4751	21
105	6135	6
2657	2801	29
201	3383	9
113	4993	4
450	4250	4
7	2420	5
8030	3810	15
3575	9442	13
12	8716	2
314	7530	8
256	5364	12
12	8911	31
7	6264	8
3405	2089	6
147	1612	9
105	3364	34
31584	3736	16
223	9326	6
840	9982	2
4189	8712	8
12537	2991	17
140	6644	0
728	3563	29
11808	5857	12
116	9425	6
2916	8818	18
1	5682	8
7	2622	6
171	8249	3
359	3516	5
9026	5502	23
125	7156	0
984	4050	35
128	7220	23
14	6443	37
117	1808	30
710	6146	14
14	2844	17
409	1305	4
101	2914	34
148	3103	27
101	4466	27
880	1997	18
12	1621	39
116	58	4
121	2884	8
12	4525	2
303	3363	0
5903	6990	5
166	4663	26
145	9318	21
25096	410	11
12	5725	6
102	3014	15
1277	5838	1
15	5724	3
12	540	12
112	2821	29
1665	4689	25
16	4924	7
412	5961	15
107	1460	15
609	253	20
114	7588	10
3619	1000	1
101	9833	28
556	5441	13
101	3249	5
3704	8865	29
117	1487	53
6839	6685	33
3115	8694	3
14	2682	21
114	4268	40
488	4781	25
263	8026	17
7	3735	19
10967	4097	12
106	4554	34
101	2367	31
12032	7349	6
931	8392	8
14	9910	26
102	1679	38
103	1513	16
7	4723	2
1265	6121	16
1449	2693	8
10819	9200	10
9645	7724	41
101	4181	20
1499	6944	4
103	9214	26
924	7826	8
312	2265	26
22175	2491	17
149	4423	16
232	5909	22
109	5787	12
173	5377	10
102	2329	36
15842	8795	13
1635	2734	9
237	8489	1
102	1864	23
1695	3263	3
14	5281	17
320	2180	26
3941	3383	18
14	3401	12
471	3044	48
116	2951	5
521	904	21
7	9576	5
125	7522	0
196	7065	8
390	472	1
399	1901	45
116	8775	6
12154	3868	24
2550	915	13
12	3600	2
7	9055	48
113	2682	11
12	6136	31
17940	1273	16
116	9217	9
138	7642	4
1117	9739	36
266	9528	17
4840	4816	14
127	7874	14
115	330	10
15129	6075	21
115	8365	4
2295	6067	19
867	2780	30
115	2348	12
2	8685	36
154	9865	0
257	8300	4
14	1500	38
120	8432	4
273	585	15
121	6808	10
5982	521	34
27636	152	8
467	1985	19
118	5021	31
275	4096	8
109	1892	45
11188	1369	5
12	3418	1
103	7607	6
456	9572	6
114	6662	23
332	6855	2
7	9827	13
28329	7696	13
7	1924	3
101	9220	16
154	3572	0
1680	5444	13
432	7389	34
216	446	0
106	9438	1
14	8369	30
101	2612	23
101	4091	6
124	7792	11
104	2543	15
9	885	16
185	5796	12
14	2417	29
106	8528	27
704	5319	2
14	6204	27
4104	3416	32
757	2351	5
113	8781	8
125	7317	0
2	1026	10
433	7993	2
430	6445	11
107	2188	28
1660	5030	23
115	1346	42
7	246	17
104	4292	15
175	4930	2
101	3896	27
259	1407	15
295	7355	1
366	57	25
16795	2977	22
118	1286	8
166	908	6
111	1215	27
128	1813	5
5619	6662	26
10747	354	26
224	3441	45
195	7908	16
7	8566	1
146	5075	0
297	4074	0
3933	6687	6
132	6863	7
7	1437	3
212	710	5
1905	2982	12
10879	7558	3
101	2643	9
23545	5541	1
2135	2167	26
101	5685	14
7	3514	14
102	1752	9
29338	9796	2
111	2066	32
2402	2469	19
105	2223	14
1084	5637	0
126	3958	4
113	1215	10
550	564	9
104	3704	21
439	9447	11
12	5268	9
3218	4205	5
9963	2271	11
163	5261	1
101	9315	14
1404	1481	19
106	4312	42
101	6563	12
104	6097	3
120	3163	21
253	9857	14
250	1914	4
1687	6699	12
9	5654	35
1312	9242	17
2589	5491	8
112	3201	21
45	7367	27
149	1579	7
12	22	30
32759	2250	4
14	7251	37
101	1286	22
2690	7264	40
7	4896	1
284	3532	8
11944	427	26
12	7217	18
31551	3587	7
7	295	4
12	6110	10
119	857	4
1207	6389	16
2992	1902	7
408	5582	13
106	1130	12
362	2606	7
104	7421	6
116	6022	28
12064	739	4
109	1969	20
110	8509	11
16	6808	6
2748	1053	6
112	7749	13
101	3691	24
8	9451	7
12551	9863	11
117	8059	15
1187	431	8
101	6165	7
115	2110	4
135	6244	1
112	4563	15
110	3916	7
7	6107	13
383	1963	7
1426	9866	37
7	3005	10
368	5053	33
12	8324	6
7	3698	27
8	3860	17
106	8959	16
103	4494	15
422	8245	24
4744	1015	19
17	4514	19
303	4231	0
14	7059	16
104	1899	5
170	8614	11
7552	9033	2
101	6358	26
104	2691	25
20501	2196	9
814	2703	33
111	7273	10
111	3559	17
835	2863	3
339	8561	0
266	630	9
596	8562	2
113	3930	3
123	851	26
4365	5443	2
703	8925	31
2836	344	13
3575	6622	4
776	1348	4
9818	1641	19
3686	8452	42
102	9859	29
7	2314	24
105	6025	27
1916	90	9
114	8494	8
109	1979	5
160	9989	35
16	4726	7
2	6591	9
711	4008	3
104	3384	7
102	3968	3
106	2440	1
1331	2437	1
2	7105	23
2767	4781	4
1778	637	12
721	6114	9
263	3769	5
12	7565	8
1709	1336	19
115	5265	15
773	2376	26
18433	4271	36
110	9797	8
17	6413	25
28138	2120	27
4050	7877	7
9756	4301	30
1042	8049	3
511	8262	36
14	4989	17
15285	2962	1
125	917	0
133	8544	40
2042	4771	22
29702	696	24
111	441	6
3921	7462	16
108	7749	18
104	8258	3
682	1961	9
12	4974	28
963	6674	35
118	5120	20
6266	7188	2
7	2951	42
181	8481	10
133	3484	22
115	2879	29
677	6893	22
14061	4704	18
338	6356	28
14	6160	31
138	6727	15
132	8011	12
101	3860	31
12	5667	27
122	3497	13
101	9050	6
114	1200	28
683	6573	20
113	9617	8
315	4044	9
1025	6467	24
12	2170	9
7	676	11
5033	1685	8
109	2522	7
12	9268	16
113	6225	10
16976	9964	8
2	8120	13
7029	677	7
172	5957	26
132	2357	19
4133	4966	4
1857	7337	27
106	741	15
10568	8214	2
7	3983	10
12	4368	2
138	9595	5
1272	1188	5
114	8100	9
113	3283	29
3663	4550	10
1226	2202	0
2597	1576	23
7775	5998	1
27360	4104	30
7	2599	5
114	1579	10
6930	2295	14
120	2624	36
1754	2936	4
104	1021	6
8675	3637	2
7	4072	20
106	9061	31
23815	2497	40
802	8745	7
12	1399	29
10445	1379	4
2406	7758	5
1376	549	0
561	8474	7
232	3391	15
135	7410	2
21907	604	13
16	6654	1
101	5349	2
1316	8261	1
31607	1021	2
22800	7467	25
2489	8645	6
2326	6097	12
342	4700	11
12779	6748	4
2588	6864	13
101	1322	18
7	3883	9
106	9239	13
12	1931	21
8	2629	35
16190	3577	8
7	5309	10
1338	9918	2
101	9907	2
103	6863	5
109	8699	32
4583	8896	8
1140	6892	4
318	5276	49
104	2407	8
212	7105	1
17328	6711	24
192	9947	3
1431	2496	3
6318	4550	21
777	3116	14
7	7192	17
14	7547	13
5774	8617	43
231	2457	12
7	6750	30
7718	4574	4
714	1613	25
7	950	3
102	2260	4
14	9010	17
119	8239	13
9487	5520	7
110	3873	8
232	1198	9
103	6596	13
110	1863	14
324	7949	26
103	4514	11
505	2715	4
106	3741	13
939	4627	7
9370	8486	11
6329	2941	22
19167	8112	0
101	9595	23
4404	6182	19
105	7607	22
22408	7922	19
18259	6784	1
102	48	20
101	4317	19
110	2605	4
320	2507	44
162	5130	33
717	9394	18
1257	1765	32
4091	6099	28
101	1699	12
21090	3662	7
2096	1829	8
12	8685	37
6722	8960	3
102	2665	7
164	1787	15
176	6238	38
718	1293	20
3395	8833	0
26155	1125	22
1010	6156	1
31411	9119	30
726	9866	25
15863	5840	25
336	1765	25
138	764	17
102	5836	29
21	5525	9
8	6407	1
14	6402	23
610	3105	4
3233	6667	1
102	1795	13
14	3330	22
1005	6235	34
102	9956	3
368	3071	2
3356	9690	28
2081	9061	3
12	1727	8
130	7393	0
223	8632	20
2834	64	4
102	4930	7
108	5571	22
103	2116	20
14	7869	26
1	6714	21
8	9911	31
126	4805	5
7	8734	4
109	8454	14
1646	5208	1
12	256	5
3233	4188	16
1828	2979	4
170	7366	25
6760	3687	26
5042	9086	11
217	5025	18
114	2744	2
224	3362	17
108	6376	23
14	9215	14
122	4718	3
101	1170	27
3088	9645	2
14	9841	20
202	1310	6
376	2750	11
119	4298	12
3088	4107	6
903	4405	6
441	9590	1
1473	6595	5
120	291	40
105	3657	17
101	4781	15
13600	9278	7
430	2321	8
12	957	6
107	5464	3
12	6140	12
108	6806	9
2618	8086	45
799	1634	36
130	8495	0
2253	5684	1
107	9714	11
2920	8272	8
7	4168	4
148	6915	19
22746	3329	4
21529	71	13
183	3592	0
23422	9457	2
12	1776	1
2070	9998	14
17285	7459	28
11423	5319	13
105	7372	2
415	6167	21
14	2890	27
12	247	5
105	6403	19
14	7947	17
494	3655	26
380	3963	20
183	9346	0
1750	5089	3
130	1613	28
289	3150	0
2269	4979	22
115	1216	3
134	6636	8
257	1088	8
119	1404	6
1421	2510	14
102	2152	33
110	4162	5
721	1420	16
101	4323	32
104	2409	10
125	9374	0
14	4127	5
26605	8818	8
840	2963	7
1154	2046	0
5044	1639	14
12	586	6
3794	9888	36
14	2023	32
105	9137	3
10152	6568	16
107	6597	9
290	7121	21
10577	6075	15
14	6915	49
1729	1125	12
4805	546	17
105	9917	15
106	9434	18
1173	185	2
24224	7166	1
3284	913	7
112	3614	16
7389	3055	15
111	7671	22
493	1722	9
447	2255	23
4764	8495	33
133	5279	1
16	5860	23
141	8358	3
7855	7924	5
115	8819	10
135	9127	20
24979	1526	16
127	5242	6
104	7629	8
532	2286	6
12	2761	8
1081	3400	9
6678	3999	19
16968	6182	24
528	5349	25
21095	1424	4
7	8688	4
2	4323	16
14	9631	20
23232	8193	16
129	8090	23
180	5677	12
152	9837	28
